Date,Region,Sales_Rep,Product,Quantity,Unit_Price,Total_Sale
2025-11-25,South,Chika,Monitor,3,1263,3789
2025-11-25,North,Alice,Laptop,7,944,6608
2025-11-25,South,Ella,Monitor,3,1231,3693
2025-11-25,East,Ella,Laptop,7,62,434
2025-11-25,North,Chika,Monitor,9,902,8118
2025-11-25,West,David,Keyboard,4,237,948
2025-11-25,West,David,Headphones,8,148,1184
2025-11-25,South,David,Keyboard,7,1163,8141
2025-11-25,East,Ella,Headphones,9,344,3096
2025-11-25,South,Alice,Laptop,9,220,1980
2025-11-25,South,Alice,Webcam,4,700,2800
2025-11-25,North,Ben,Laptop,3,1204,3612
2025-11-25,North,Alice,Mouse,4,115,460
2025-11-25,East,David,Printer,5,1028,5140
2025-11-25,North,Chika,Monitor,4,957,3828
2025-11-25,North,Ella,Printer,4,381,1524
2025-11-25,South,David,Printer,6,1104,6624
2025-11-25,North,Ben,Webcam,5,579,2895
2025-11-25,South,Alice,Laptop,5,178,890
2025-11-25,West,David,Keyboard,8,871,6968
2025-11-25,East,David,Headphones,4,869,3476
2025-11-25,East,Chika,Printer,1,841,841
2025-11-25,South,Alice,Monitor,9,297,2673
2025-11-25,North,Ben,Webcam,5,852,4260
2025-11-25,West,Ben,Keyboard,1,410,410
2025-11-25,South,Ben,Headphones,7,283,1981
2025-11-25,North,Ella,Monitor,1,1294,1294
2025-11-25,South,Chika,Headphones,6,824,4944
2025-11-25,East,Alice,Webcam,5,753,3765
2025-11-25,East,Alice,Keyboard,6,1345,8070
2025-11-25,South,Alice,Headphones,1,1474,1474
2025-11-25,South,Ben,Headphones,8,229,1832
2025-11-25,South,David,Printer,2,1031,2062
2025-11-25,South,David,Headphones,7,796,5572
2025-11-25,West,Ben,Keyboard,1,692,692
2025-11-25,West,Ben,Monitor,8,952,7616
2025-11-25,West,Ella,Webcam,1,669,669
2025-11-25,North,David,Webcam,8,114,912
2025-11-25,West,David,Webcam,4,527,2108
2025-11-25,East,David,Monitor,6,1220,7320
2025-11-25,East,David,Mouse,1,1236,1236
2025-11-25,West,Ella,Keyboard,5,390,1950
2025-11-25,North,Chika,Monitor,7,1403,9821
2025-11-25,West,Alice,Headphones,9,550,4950
2025-11-25,North,Alice,Monitor,9,971,8739
2025-11-25,South,David,Monitor,6,897,5382
2025-11-25,South,Ben,Laptop,2,532,1064
2025-11-25,East,Ben,Headphones,5,433,2165
2025-11-25,North,David,Laptop,8,1138,9104
2025-11-25,South,Chika,Headphones,8,1401,11208
2025-11-25,North,Alice,Printer,4,72,288
2025-11-25,East,Ben,Laptop,6,587,3522
2025-11-25,North,David,Headphones,8,408,3264
2025-11-25,East,Alice,Headphones,9,379,3411
2025-11-25,West,Ben,Monitor,6,188,1128
2025-11-25,North,Ella,Keyboard,3,1230,3690
2025-11-25,East,Ben,Webcam,9,973,8757
2025-11-25,East,Ben,Headphones,1,947,947
2025-11-25,East,David,Mouse,8,1295,10360
2025-11-25,South,Alice,Printer,7,436,3052
2025-11-25,South,Ben,Printer,2,1124,2248
2025-11-25,West,David,Keyboard,2,1245,2490
2025-11-25,East,Ella,Keyboard,7,110,770
2025-11-25,East,Ben,Printer,7,266,1862
2025-11-25,North,David,Monitor,2,1347,2694
2025-11-25,East,David,Keyboard,5,1354,6770
2025-11-25,West,David,Mouse,8,1382,11056
2025-11-25,North,Ella,Monitor,7,1448,10136
2025-11-25,North,Ella,Monitor,7,620,4340
2025-11-25,South,Chika,Webcam,9,1461,13149
2025-11-25,East,David,Printer,1,921,921
2025-11-25,West,David,Laptop,1,186,186
2025-11-25,South,Ella,Monitor,5,133,665
2025-11-25,North,Ella,Monitor,9,175,1575
2025-11-25,West,Alice,Webcam,8,1168,9344
2025-11-25,North,Ben,Monitor,7,1305,9135
2025-11-25,East,Alice,Monitor,3,117,351
2025-11-25,West,Chika,Monitor,5,481,2405
2025-11-25,North,Ben,Laptop,4,1017,4068
2025-11-25,East,David,Monitor,1,1166,1166
2025-11-25,East,Ben,Laptop,8,1388,11104
2025-11-25,South,David,Headphones,8,597,4776
2025-11-25,West,Ella,Monitor,3,794,2382
2025-11-25,North,Alice,Mouse,2,1306,2612
2025-11-25,North,Alice,Keyboard,6,1346,8076
2025-11-25,South,David,Laptop,6,769,4614
2025-11-25,East,Alice,Webcam,4,673,2692
2025-11-25,North,David,Webcam,3,811,2433
2025-11-25,North,Ben,Printer,1,104,104
2025-11-25,North,David,Keyboard,3,1208,3624
2025-11-25,North,Ella,Webcam,2,194,388
2025-11-25,South,Ella,Printer,9,1150,10350
2025-11-25,South,Chika,Printer,5,454,2270
2025-11-25,South,David,Printer,3,937,2811
2025-11-25,South,David,Monitor,1,219,219
2025-11-25,West,Ella,Printer,4,683,2732
2025-11-25,West,Ben,Printer,2,700,1400
2025-11-25,South,Ella,Webcam,7,938,6566
2025-11-25,North,Ella,Monitor,6,925,5550
2025-11-25,North,Ben,Keyboard,6,1303,7818
2025-11-25,South,David,Keyboard,5,1495,7475
2025-11-25,North,Alice,Mouse,6,1491,8946
2025-11-25,West,David,Mouse,3,292,876
2025-11-25,West,Ella,Printer,4,144,576
2025-11-25,West,Chika,Keyboard,5,247,1235
2025-11-25,West,Ella,Headphones,5,1147,5735
2025-11-25,West,David,Laptop,5,651,3255
2025-11-25,South,David,Laptop,3,1495,4485
2025-11-25,South,Ben,Mouse,8,483,3864
2025-11-25,South,Ella,Headphones,5,1418,7090
2025-11-25,South,Ben,Laptop,2,388,776
2025-11-25,West,Ben,Monitor,6,1344,8064
2025-11-25,North,David,Printer,9,94,846
2025-11-25,West,Chika,Keyboard,4,293,1172
2025-11-25,West,Alice,Webcam,2,1348,2696
2025-11-25,North,David,Printer,3,1059,3177
2025-11-25,South,David,Printer,5,103,515
2025-11-25,North,Ben,Printer,1,581,581
2025-11-25,West,Alice,Laptop,6,1127,6762
2025-11-25,North,David,Monitor,4,715,2860
2025-11-25,East,Alice,Laptop,5,643,3215
2025-11-25,West,Ben,Monitor,3,401,1203
2025-11-25,South,Chika,Laptop,3,742,2226
2025-11-25,East,Alice,Webcam,3,529,1587
2025-11-25,North,Chika,Keyboard,1,311,311
2025-11-25,West,Chika,Webcam,5,734,3670
2025-11-25,South,David,Printer,6,1425,8550
2025-11-25,North,Alice,Laptop,4,1127,4508
2025-11-25,East,David,Webcam,3,1243,3729
2025-11-25,East,David,Monitor,9,1273,11457
2025-11-25,East,Chika,Webcam,5,1049,5245
2025-11-25,East,Ben,Laptop,9,660,5940
2025-11-25,North,Ella,Mouse,9,922,8298
2025-11-25,South,Chika,Printer,1,264,264
2025-11-25,North,Chika,Laptop,3,1183,3549
2025-11-25,North,Ben,Webcam,2,509,1018
2025-11-25,North,Ella,Monitor,7,401,2807
2025-11-25,South,David,Printer,9,771,6939
2025-11-25,East,Chika,Monitor,6,1072,6432
2025-11-25,South,Ella,Webcam,6,987,5922
2025-11-25,South,Chika,Keyboard,9,1461,13149
2025-11-25,West,Ben,Laptop,9,305,2745
2025-11-25,East,David,Monitor,7,52,364
2025-11-25,West,Ben,Monitor,3,1147,3441
2025-11-25,West,Ben,Headphones,7,1181,8267
2025-11-25,West,David,Printer,5,1302,6510
2025-11-25,North,David,Webcam,9,648,5832
2025-11-25,North,David,Monitor,5,1344,6720
2025-11-25,South,Ella,Printer,4,251,1004
2025-11-25,West,David,Headphones,3,547,1641
2025-11-25,East,Ella,Webcam,8,1147,9176
2025-11-25,South,Chika,Monitor,7,1482,10374
