Date,Region,Sales_Rep,Product,Quantity,Unit_Price,Total_Sale
2025-11-24,East,Ella,Printer,3,107,321
2025-11-24,South,Ella,Mouse,9,1239,11151
2025-11-24,North,Alice,Webcam,8,1448,11584
2025-11-24,West,David,Monitor,5,1243,6215
2025-11-24,North,Alice,Keyboard,8,1156,9248
2025-11-24,South,David,Mouse,4,438,1752
2025-11-24,East,Chika,Keyboard,8,603,4824
2025-11-24,East,Ella,Monitor,8,70,560
2025-11-24,North,Ella,Monitor,2,1084,2168
2025-11-24,South,David,Webcam,6,1377,8262
2025-11-24,East,Chika,Mouse,1,380,380
2025-11-24,North,David,Laptop,5,455,2275
2025-11-24,West,Alice,Printer,4,685,2740
2025-11-24,East,Ella,Webcam,5,276,1380
2025-11-24,South,Ella,Headphones,2,1317,2634
2025-11-24,North,Alice,Headphones,1,1182,1182
2025-11-24,North,Chika,Monitor,6,878,5268
2025-11-24,North,Ben,Printer,2,548,1096
2025-11-24,North,David,Monitor,4,594,2376
2025-11-24,East,Ben,Monitor,9,1226,11034
2025-11-24,West,Ella,Mouse,8,1334,10672
2025-11-24,West,David,Laptop,9,433,3897
2025-11-24,East,Alice,Keyboard,6,659,3954
2025-11-24,West,Alice,Webcam,6,962,5772
2025-11-24,West,David,Keyboard,8,558,4464
2025-11-24,North,Ella,Keyboard,9,670,6030
2025-11-24,West,Chika,Monitor,1,231,231
2025-11-24,East,Alice,Printer,1,1200,1200
2025-11-24,North,David,Monitor,2,936,1872
2025-11-24,West,Chika,Monitor,8,313,2504
2025-11-24,South,Alice,Mouse,1,291,291
2025-11-24,East,David,Laptop,4,162,648
2025-11-24,East,David,Mouse,8,1177,9416
2025-11-24,North,Chika,Printer,3,239,717
2025-11-24,South,Chika,Webcam,6,775,4650
2025-11-24,North,Alice,Monitor,8,528,4224
2025-11-24,North,Chika,Laptop,2,314,628
2025-11-24,West,Alice,Mouse,7,197,1379
2025-11-24,West,David,Keyboard,7,1484,10388
2025-11-24,East,Ben,Printer,4,162,648
2025-11-24,North,David,Printer,1,1275,1275
2025-11-24,North,David,Headphones,1,1251,1251
2025-11-24,East,Alice,Monitor,5,355,1775
2025-11-24,South,Alice,Keyboard,5,981,4905
2025-11-24,West,Alice,Laptop,3,81,243
2025-11-24,North,Ella,Monitor,9,1460,13140
2025-11-24,East,Chika,Headphones,1,104,104
2025-11-24,North,Chika,Printer,8,164,1312
2025-11-24,West,Ben,Webcam,8,1380,11040
2025-11-24,South,Ella,Monitor,9,956,8604
2025-11-24,West,David,Monitor,3,316,948
2025-11-24,West,Chika,Monitor,5,674,3370
2025-11-24,West,Ben,Mouse,5,1219,6095
2025-11-24,East,Ben,Printer,6,1217,7302
2025-11-24,South,Alice,Mouse,9,1136,10224
2025-11-24,East,Alice,Printer,4,225,900
2025-11-24,South,Alice,Webcam,5,706,3530
2025-11-24,East,Chika,Laptop,4,144,576
2025-11-24,West,David,Keyboard,9,1348,12132
2025-11-24,South,Chika,Printer,7,405,2835
2025-11-24,West,Ella,Printer,2,1198,2396
2025-11-24,South,Ella,Headphones,1,1016,1016
2025-11-24,West,David,Mouse,9,326,2934
2025-11-24,South,Ella,Headphones,3,494,1482
2025-11-24,East,Alice,Printer,4,670,2680
2025-11-24,North,Ben,Laptop,8,1254,10032
2025-11-24,East,Ben,Laptop,3,82,246
2025-11-24,East,Alice,Monitor,7,1054,7378
2025-11-24,West,Ella,Laptop,8,70,560
2025-11-24,South,Chika,Mouse,8,954,7632
2025-11-24,East,Ella,Headphones,1,93,93
2025-11-24,West,Chika,Keyboard,7,559,3913
2025-11-24,South,David,Keyboard,9,1398,12582
2025-11-24,North,Alice,Mouse,2,1260,2520
2025-11-24,East,Chika,Keyboard,5,56,280
2025-11-24,East,Ella,Keyboard,8,535,4280
2025-11-24,West,Chika,Laptop,1,864,864
2025-11-24,East,Ben,Keyboard,1,99,99
2025-11-24,South,David,Headphones,8,845,6760
2025-11-24,West,Chika,Webcam,5,517,2585
2025-11-24,South,Ella,Laptop,1,517,517
2025-11-24,South,Chika,Printer,8,1044,8352
2025-11-24,South,Alice,Webcam,2,1094,2188
2025-11-24,South,Chika,Headphones,1,1025,1025
2025-11-24,East,Ben,Mouse,9,1403,12627
2025-11-24,West,Ella,Laptop,9,912,8208
2025-11-24,South,Ben,Keyboard,4,351,1404
2025-11-24,East,Chika,Printer,8,1220,9760
2025-11-24,East,Ella,Monitor,2,427,854
